make,model,location,color,price_in_Ksh,year_of_manufacture,transmission,mileage_in_km,fuel,foreign_local,review_score
toyota,allion,Nairobi,Not-specified,740000,2008,Automatic,114000,Petrol,Local,4.555555555555555
toyota,allex,Nairobi,Not-specified,550000,2005,Automatic,123000,Petrol,Local,3
mitsubishi,galant,Nairobi,silver,1420000,2013,Automatic,79000,Petrol,Foreign,3.5
toyota,kluger,Nairobi,silver,1100000,2004,Automatic,192000,Petrol,Foreign,3
toyota,alphard,Nairobi,black,2500000,2013,Automatic,80000,Petrol,Foreign,3
honda,cr-v,Nairobi,black,1400000,2008,Automatic,100000,Petrol,Local,4.333333333333333
toyota,noah,Nairobi,grey,1680000,2013,Automatic,70000,Petrol,Foreign,4.5
mazda,axela,Nairobi,blue,1050000,2013,Automatic,56000,Petrol,Foreign,3.3333333333333335
volkswagen,touareg,Nairobi,Not-specified,1650000,2009,Automatic,NA,Petrol,Local,3
toyota,vanguard,Nairobi,Not-specified,1480000,2010,Automatic,NA,Petrol,Local,3.3333333333333335
mercedes-benz,c200,Nairobi,Not-specified,1280000,2008,Automatic,NA,Petrol,Local,4.5
volkswagen,touareg,Nairobi,Not-specified,1300000,2007,Automatic,NA,Diesel,Local,3
volkswagen,touareg,Nairobi,Not-specified,2900000,2011,Automatic,NA,Petrol,Local,3
subaru,impreza,Nairobi,Not-specified,1170000,2012,Automatic,NA,Petrol,Foreign,4.714285714285714
mercedes-benz,gle,Nairobi,Not-specified,8395000,2016,Automatic,48000,Diesel,Foreign,3
suzuki,vitara,Nairobi,silver,1150000,2009,Manual,121000,Petrol,Local,3
mitsubishi,pajero,Nairobi,beige,3395000,2013,Automatic,70000,Petrol,Local,4
honda,airwave,Nairobi,Not-specified,515000,2008,Automatic,95000,Petrol,Local,3.6666666666666665
honda,fit,Nairobi,silver,565000,2010,Automatic,85000,Petrol,Local,4.666666666666667
toyota,wish,Nairobi,black,1250000,2012,Automatic,88000,Petrol,Foreign,3.6666666666666665
suzuki,escudo,Nairobi,white,2150000,2013,Automatic,88000,Petrol,Foreign,3.5
toyota,premio,Mombasa,grey,1600000,2013,Automatic,63952,Petrol,Foreign,4.764705882352941
nissan,juke,Mombasa,purple,1200000,2013,Automatic,63259,Petrol,Foreign,3
mercedes-benz,c240,Nairobi,silver,749000,2001,Automatic,107000,Petrol,Local,3
subaru,forester,Nairobi,pearl,2200000,2011,Automatic,21000,Petrol,Local,4.636363636363637
honda,cr-v,Nairobi,black,1199000,2007,Automatic,107000,Petrol,Local,4.333333333333333
bmw,320i,Nairobi,Not-specified,1150000,2009,Automatic,69000,Petrol,Local,3
toyota,rav4,Nairobi,pearl,2150000,2012,Automatic,41000,Petrol,Foreign,4.5
toyota,hilux,Nairobi,silver,2750000,2012,Automatic,45000,Diesel,Local,4.2
toyota,auris,Nairobi,silver,1425000,2013,Automatic,19000,Petrol,Local,4.333333333333333
toyota,land,Nairobi,white,1650000,2003,Manual,147000,Diesel,Local,4.555555555555555
toyota,fielder,Nairobi,Not-specified,995000,2011,Automatic,66000,Petrol,Local,4.6
volkswagen,cross,Nairobi,orange,975000,2010,Automatic,71000,Petrol,Local,3
peugeot,207,Nairobi,Not-specified,555000,2010,Automatic,84000,Petrol,Local,3
volkswagen,beetle,Nairobi,pearl,2399000,2014,Automatic,30000,Petrol,Foreign,4
nissan,x-trail,Nairobi,silver,775000,2005,Automatic,128000,Petrol,Local,3.75
toyota,land,Nairobi,black,10500000,2015,Automatic,67000,Petrol,Local,4.555555555555555
volkswagen,touareg,Nairobi,black,4500000,2012,Automatic,32000,Petrol,Foreign,3
audi,q5,Nairobi,beige,2350000,2011,Automatic,75000,Diesel,Local,3
volkswagen,touran,Nairobi,maroon,1099000,2011,Automatic,84000,Petrol,Local,4
bmw,x6,Nairobi,yellow,3550000,2010,Automatic,135000,Diesel,Local,3
toyota,harrier,Nairobi,beige,1600000,2007,Automatic,114000,Petrol,Local,4.6
volkswagen,tiguan,Nairobi,pearl,2300000,2012,Automatic,59000,Petrol,Foreign,3.3333333333333335
volkswagen,passat,Nairobi,silver,1699000,2012,Automatic,62000,Petrol,Foreign,3
volkswagen,golf,Nairobi,pearl,1750000,2013,Automatic,81000,Petrol,Foreign,3.6
toyota,passo,Nairobi,silver,785000,2012,Automatic,43000,Petrol,Foreign,3
volkswagen,touareg,Nairobi,white,3500000,2012,Automatic,103000,Petrol,Local,3
subaru,impreza,Nairobi,black,1450000,2013,Automatic,39000,Petrol,Foreign,4.714285714285714
subaru,forester,Nairobi,beige,5300000,2017,Automatic,15000,Petrol,Foreign,4.636363636363637
porsche,cayenne,Nairobi,grey,2390000,2007,Automatic,99000,Petrol,Local,3
toyota,townace,Nairobi,white,800000,2008,Automatic,NA,Petrol,Local,3
toyota,vitz,Nairobi,black,730000,2013,Automatic,77000,Petrol,Foreign,4.733333333333333
toyota,hilux,Mombasa,Not-specified,1950000,2013,Manual,89000,Diesel,Foreign,4.2
toyota,fielder,Mombasa,white,1300000,2014,Automatic,65000,Petrol,Foreign,4.6
mazda,demio,Mombasa,brown,680000,2013,Automatic,65000,Petrol,Foreign,3.7142857142857144
suzuki,swift,Mombasa,blue,730000,2013,Automatic,45000,Petrol,Foreign,3.6666666666666665
toyota,hilux,Nairobi,Not-specified,1750000,2011,Manual,129266,Diesel,Local,4.2
toyota,allion,Mombasa,maroon,1400000,2014,Automatic,54000,Petrol,Foreign,4.555555555555555
toyota,premio,Mombasa,silver,1680000,2014,Automatic,17000,Petrol,Foreign,4.764705882352941
toyota,wish,Nairobi,black,850000,2010,Automatic,79000,Petrol,Local,3.6666666666666665
toyota,belta,Nairobi,silver,570000,2009,Automatic,NA,Petrol,Local,4.636363636363637
nissan,tiida,Nairobi,silver,765000,2013,Automatic,NA,Petrol,Foreign,4.428571428571429
toyota,vitz,Nairobi,white,785000,2013,Automatic,70000,Petrol,Foreign,4.733333333333333
toyota,vanguard,Nairobi,white,1890000,2012,Automatic,83232,Petrol,Local,3.3333333333333335
toyota,allion,Nairobi,white,670000,2007,Automatic,NA,Petrol,Local,4.555555555555555
honda,ballade,Nairobi,red,499000,1995,Manual,155000,Petrol,Local,3
hyundai,santa,Nairobi,blue,1900000,2014,Automatic,67000,Petrol,Local,3
audi,a3,Nairobi,grey,1430000,2013,Automatic,91000,Petrol,Foreign,3.6666666666666665
toyota,vanguard,Nairobi,white,1890000,2012,Automatic,87000,Petrol,Local,3.3333333333333335
toyota,camry,Nairobi,silver,490000,2004,Automatic,NA,Petrol,Local,3.6666666666666665
toyota,probox,Nairobi,Not-specified,960000,2014,Automatic,47000,Petrol,Foreign,4.555555555555555
mazda,axela,Mombasa,Not-specified,1600000,2015,Automatic,NA,Petrol,Foreign,3.3333333333333335
toyota,vanguard,Mombasa,maroon,2570000,2013,Automatic,NA,Petrol,Foreign,3.3333333333333335
daihatsu,mira,Nairobi,silver,490000,2012,Automatic,NA,Petrol,Foreign,3
nissan,sylphy,Nairobi,white,985000,2013,Automatic,NA,Petrol,Foreign,3
mazda,axela,Nairobi,red,999999,2013,Automatic,NA,Petrol,Foreign,3.3333333333333335
mazda,axela,Nairobi,white,999999,2013,Automatic,NA,Petrol,Foreign,3.3333333333333335
mazda,axela,Nairobi,white,985000,2013,Automatic,NA,Petrol,Foreign,3.3333333333333335
mazda,axela,Nairobi,white,975000,2013,Automatic,NA,Petrol,Foreign,3.3333333333333335
mitsubishi,rvr,Nairobi,blue,1375000,2010,Automatic,99875,Petrol,Local,3
toyota,passo,Nairobi,silver,675000,2013,Automatic,46000,Petrol,Foreign,3
mazda,cx-5,Nairobi,blue,1980000,2013,Automatic,106000,Diesel,Foreign,3.3333333333333335
subaru,impreza,Nairobi,pearl,1160000,2012,Automatic,88000,Petrol,Foreign,4.714285714285714
peugeot,208,Nairobi,white,880000,2013,Automatic,88000,Petrol,Foreign,3
toyota,land,Nairobi,black,14500000,2016,Automatic,40000,Petrol,Brand,4.555555555555555
honda,cr-v,Nairobi,black,2550000,2012,Automatic,72000,Petrol,Foreign,4.333333333333333
mazda,cx-5,Nairobi,Not-specified,2050000,2013,Automatic,87000,Petrol,Foreign,3.3333333333333335
hyundai,sonata,Nairobi,black,3750000,2016,Automatic,195,Petrol,Brand,3
mitsubishi,rvr,Nairobi,pearl,1790000,2012,Automatic,76000,Petrol,Foreign,3
peugeot,208,Nairobi,black,890000,2013,Automatic,58000,Petrol,Foreign,3
toyota,vitz,Nairobi,black,725000,2012,Automatic,88000,Petrol,Foreign,4.733333333333333
subaru,forester,Nairobi,black,2290000,2013,Automatic,120000,Petrol,Foreign,4.636363636363637
mazda,demio,Nairobi,grey,655000,2013,Automatic,88000,Petrol,Foreign,3.7142857142857144
mitsubishi,outlander,Nairobi,pearl,2180000,2013,Automatic,88000,Petrol,Foreign,3.5
mazda,demio,Nairobi,white,420000,2006,Automatic,125000,Petrol,Local,3.7142857142857144
nissan,juke,Nairobi,white,1295000,2013,Automatic,38000,Petrol,Foreign,3
honda,cr-v,Nairobi,black,1380000,2008,Automatic,89000,Petrol,Local,4.333333333333333
mercedes-benz,c200,Nairobi,white,845000,2006,Automatic,136000,Petrol,Local,4.5
mazda,cx-5,Nairobi,red,1880000,2013,Automatic,120000,Diesel,Foreign,3.3333333333333335
nissan,teana,Nairobi,silver,700000,2010,Automatic,132000,Petrol,Local,3
toyota,axio,Nairobi,white,1120000,2013,Automatic,72000,Petrol,Foreign,3.6
volkswagen,passat,Nairobi,black,1680000,2013,Automatic,88000,Petrol,Foreign,3
mazda,demio,Nairobi,white,415000,2006,Automatic,120000,Petrol,Local,3.7142857142857144
audi,a3,Nairobi,white,1499000,2013,Automatic,71000,Petrol,Foreign,3.6666666666666665
toyota,axio,Mombasa,Not-specified,1050000,2013,Automatic,56000,Petrol,Foreign,3.6
toyota,rush,Mombasa,silver,1550000,2012,Automatic,65728,Petrol,Foreign,3
toyota,ractis,Mombasa,blue,850000,2013,Automatic,78451,Petrol,Foreign,4.555555555555555
toyota,ractis,Mombasa,Not-specified,850000,2012,Unknown,54872,Petrol,Foreign,4.555555555555555
toyota,axio,Mombasa,Not-specified,1100000,2013,Unknown,56584,Petrol,Foreign,3.6
toyota,rav4,Mombasa,black,2250000,2013,Automatic,63789,Petrol,Foreign,4.5
nissan,tiida,Mombasa,white,850000,2013,Automatic,56301,Petrol,Foreign,4.428571428571429
honda,stream,Mombasa,Not-specified,1250000,2011,Automatic,84572,Petrol,Foreign,4
nissan,x-trail,Mombasa,pearl,1750000,2012,Automatic,55278,Petrol,Foreign,3.75
mitsubishi,outlander,Mombasa,grey,2250000,2013,Automatic,55319,Petrol,Foreign,3.5
toyota,crown,Mombasa,black,2250000,2014,Automatic,58114,Petrol,Foreign,4.2
toyota,premio,Mombasa,pearl,1650000,2013,Automatic,32663,Petrol,Foreign,4.764705882352941
toyota,hilux,Mombasa,white,3500000,2013,Automatic,54247,Petrol,Local,4.2
subaru,forester,Mombasa,Not-specified,2300000,2013,Automatic,84317,Other,Foreign,4.636363636363637
toyota,axio,Mombasa,pearl,860000,2012,Automatic,78447,Petrol,Local,3.6
subaru,forester,Mombasa,black,2380000,2014,Automatic,75224,Petrol,Foreign,4.636363636363637
subaru,impreza,Mombasa,black,1150000,2013,Automatic,85474,Petrol,Foreign,4.714285714285714
subaru,xv,Mombasa,black,1730000,2013,Automatic,54223,Petrol,Foreign,3
mercedes-benz,c200,Mombasa,pearl,2300000,2013,Automatic,57223,Petrol,Foreign,4.5
toyota,fielder,Mombasa,black,1250000,2013,Automatic,55664,Petrol,Foreign,4.6
toyota,hilux,Mombasa,pearl,3750000,2014,Automatic,105441,Petrol,Foreign,4.2
toyota,rav4,Mombasa,pearl,2150000,2013,Automatic,78444,Petrol,Foreign,4.5
toyota,ractis,Mombasa,Not-specified,870000,2014,Automatic,550,Petrol,Foreign,4.555555555555555
mazda,cx-5,Mombasa,Not-specified,1850000,2014,Unknown,77365,Petrol,Foreign,3.3333333333333335
toyota,fielder,Mombasa,black,1350000,2015,Automatic,68141,Petrol,Foreign,4.6
honda,fit,Mombasa,Not-specified,750000,2013,Automatic,57224,Petrol,Foreign,4.666666666666667
mazda,atenza,Mombasa,grey,1480000,2014,Automatic,74224,Petrol,Foreign,3
mitsubishi,pajero,Mombasa,Not-specified,2750000,2013,Unknown,85441,Diesel,Foreign,4
toyota,axio,Mombasa,black,1180000,2013,Automatic,34554,Petrol,Foreign,3.6
subaru,forester,Mombasa,silver,2550000,2013,Automatic,40000,Petrol,Foreign,4.636363636363637
isuzu,d-max,Mombasa,Not-specified,1800000,2012,Unknown,81545,Petrol,Foreign,4
toyota,ractis,Mombasa,Not-specified,850000,2013,Automatic,57585,Petrol,Foreign,4.555555555555555
honda,stream,Mombasa,Not-specified,1250000,2011,Automatic,84572,Petrol,Foreign,4
nissan,note,Mombasa,Not-specified,540000,2013,Unknown,76314,Other,Local,4.333333333333333
toyota,premio,Mombasa,pearl,1650000,2013,Automatic,32663,Petrol,Foreign,4.764705882352941
toyota,ractis,Mombasa,Not-specified,850000,2013,Automatic,57585,Petrol,Foreign,4.555555555555555
nissan,juke,Mombasa,grey,1170000,2013,Automatic,65931,Petrol,Foreign,3
toyota,vitz,Mombasa,Not-specified,730000,2013,Automatic,53144,Petrol,Foreign,4.733333333333333
honda,shuttle,Mombasa,grey,900000,2013,Automatic,53125,Petrol,Foreign,3
honda,stepwagon,Mombasa,pearl,1150000,2012,Automatic,56132,Petrol,Foreign,3
toyota,probox,Mombasa,white,720000,2013,Automatic,78214,Petrol,Foreign,4.555555555555555
toyota,noah,Mombasa,Not-specified,1580000,2013,Unknown,56854,Petrol,Foreign,4.5
mitsubishi,rvr,Mombasa,grey,1600000,2013,Automatic,46325,Petrol,Foreign,3
honda,fit,Mombasa,white,550000,2010,Automatic,67584,Petrol,Local,4.666666666666667
mazda,cx-5,Mombasa,pearl,1800000,2014,Automatic,55417,Petrol,Foreign,3.3333333333333335
nissan,fuga,Mombasa,black,1430000,2014,Automatic,85447,Petrol,Foreign,3
volkswagen,tiguan,Mombasa,Not-specified,1080000,2009,Unknown,45887,Other,Foreign,3.3333333333333335
toyota,noah,Mombasa,Not-specified,1550000,2013,Unknown,56854,Petrol,Foreign,4.5
honda,stream,Mombasa,maroon,1180000,2013,Automatic,56213,Petrol,Foreign,4
volkswagen,tiguan,Mombasa,gold,2450000,2013,Automatic,44208,Petrol,Foreign,3.3333333333333335
nissan,juke,Mombasa,grey,800000,2012,Automatic,86441,Petrol,Foreign,3
nissan,latio,Mombasa,grey,730000,2013,Automatic,69000,Petrol,Foreign,3
mitsubishi,outlander,Nairobi,silver,2299999,2013,Automatic,65000,Petrol,Foreign,3.5
mazda,demio,Nairobi,white,720000,2013,Automatic,48000,Petrol,Foreign,3.7142857142857144
toyota,vitz,Nairobi,white,750000,2013,Automatic,45000,Petrol,Foreign,4.733333333333333
toyota,allion,Nairobi,pearl,1450000,2013,Automatic,42000,Petrol,Foreign,4.555555555555555
suzuki,swift,Nairobi,white,730000,2013,Automatic,47000,Petrol,Foreign,3.6666666666666665
toyota,fj,Nairobi,black,3299999,2013,Automatic,56000,Petrol,Foreign,3
toyota,axio,Nairobi,silver,1140000,2013,Automatic,43000,Petrol,Foreign,3.6
nissan,x-trail,Nairobi,black,2499999,2015,Automatic,83000,Petrol,Foreign,3.75
volkswagen,tiguan,Nairobi,silver,1999999,2014,Automatic,46000,Petrol,Foreign,3.3333333333333335
nissan,juke,Nairobi,white,1250000,2013,Automatic,44000,Petrol,Foreign,3
honda,fit,Nairobi,white,820000,2013,Automatic,40000,Petrol,Foreign,4.666666666666667
mercedes-benz,e250,Nairobi,white,2799999,2013,Automatic,47000,Petrol,Foreign,3
toyota,axio,Nairobi,white,1150000,2013,Automatic,44000,Petrol,Foreign,3.6
toyota,vanguard,Nairobi,silver,2399999,2013,Automatic,47000,Petrol,Foreign,3.3333333333333335
subaru,outback,Nairobi,black,1999999,2013,Automatic,55000,Petrol,Foreign,4.2
mercedes-benz,c200,Nairobi,white,2399999,2013,Automatic,20000,Petrol,Foreign,4.5
nissan,tiida,Nairobi,white,799999,2013,Automatic,46000,Petrol,Foreign,4.428571428571429
toyota,axio,Nairobi,white,1150000,2013,Automatic,45000,Petrol,Foreign,3.6
nissan,advan,Nairobi,white,599999,2012,Automatic,50000,Petrol,Foreign,3.5
toyota,wish,Nairobi,Not-specified,1350000,2012,Automatic,60000,Petrol,Foreign,3.6666666666666665
mazda,axela,Nairobi,grey,1050000,2012,Automatic,54000,Petrol,Foreign,3.3333333333333335
suzuki,escudo,Nairobi,pearl,2299999,2014,Automatic,43000,Petrol,Foreign,3.5
toyota,crown,Nairobi,pearl,1599999,2012,Automatic,45000,Petrol,Foreign,4.2
toyota,vanguard,Nairobi,pearl,2399999,2012,Automatic,45000,Petrol,Foreign,3.3333333333333335
nissan,juke,Nairobi,brown,1199999,2012,Automatic,45000,Petrol,Foreign,3
subaru,impreza,Nairobi,white,1250000,2013,Automatic,43000,Petrol,Foreign,4.714285714285714
nissan,note,Nairobi,silver,799999,2014,Automatic,43000,Petrol,Foreign,4.333333333333333
toyota,fielder,Nairobi,white,1250000,2013,Automatic,45009,Petrol,Foreign,4.6
renault,kwid,Nairobi,white,650000,2016,Manual,20000,Petrol,Foreign,3
mazda,cx-5,Nairobi,white,1899999,2014,Automatic,56000,Petrol,Foreign,3.3333333333333335
toyota,vitz,Nairobi,silver,799999,2013,Automatic,65000,Petrol,Foreign,4.733333333333333
toyota,hilux,Nairobi,white,2299999,2012,Manual,80000,Diesel,Foreign,4.2
toyota,harrier,Nairobi,black,3499999,2015,Automatic,40000,Petrol,Foreign,4.6
nissan,x-trail,Nairobi,Not-specified,1699999,2013,Automatic,45000,Petrol,Foreign,3.75
toyota,noah,Nairobi,pearl,1599999,2014,Automatic,49000,Petrol,Foreign,4.5
toyota,fielder,Nairobi,pearl,1250000,2014,Automatic,45000,Petrol,Foreign,4.6
subaru,forester,Nairobi,maroon,1899999,2012,Automatic,72000,Petrol,Foreign,4.636363636363637
volkswagen,touareg,Nairobi,black,2099999,2010,Automatic,70000,Petrol,Local,3
nissan,teana,Nairobi,black,1099999,2012,Automatic,50000,Petrol,Foreign,3.6666666666666665
subaru,legacy,Nairobi,silver,1499999,2013,Automatic,45000,Petrol,Foreign,4.666666666666667
mercedes-benz,b180,Nairobi,pearl,1399999,2013,Automatic,45000,Petrol,Foreign,3
mazda,premacy,Nairobi,maroon,1100000,2013,Automatic,47000,Petrol,Foreign,3.5
mitsubishi,rvr,Nairobi,Not-specified,1699999,2013,Automatic,48000,Petrol,Foreign,3
suzuki,alto,Nairobi,silver,550000,2013,Automatic,50000,Petrol,Foreign,4.2
honda,cr-v,Nairobi,silver,2199999,2014,Automatic,55000,Petrol,Foreign,4.333333333333333
nissan,note,Nairobi,silver,750000,2014,Automatic,44000,Petrol,Foreign,4.333333333333333
nissan,murano,Nairobi,Not-specified,1999999,2013,Automatic,45000,Petrol,Foreign,3
toyota,harrier,Nairobi,pearl,3299999,2014,Automatic,43000,Petrol,Foreign,4.6
subaru,forester,Nairobi,silver,2299999,2014,Automatic,42000,Petrol,Foreign,4.636363636363637
nissan,note,Nairobi,white,750000,2014,Automatic,40000,Petrol,Foreign,4.333333333333333
subaru,impreza,Nairobi,silver,1250000,2013,Automatic,56000,Petrol,Foreign,4.714285714285714
toyota,axio,Nairobi,silver,1150000,2013,Automatic,25000,Petrol,Foreign,3.6
mazda,premacy,Nairobi,black,999999,2013,Automatic,53000,Petrol,Foreign,3.5
toyota,wish,Nairobi,pearl,1350000,2013,Automatic,46000,Petrol,Foreign,3.6666666666666665
toyota,allion,Nairobi,white,1399999,2013,Automatic,56000,Petrol,Foreign,4.555555555555555
nissan,x-trail,Nairobi,red,2199999,2014,Automatic,76000,Petrol,Foreign,3.75
mazda,axela,Nairobi,white,1099999,2013,Automatic,43000,Petrol,Foreign,3.3333333333333335
toyota,axio,Nairobi,white,1100000,2013,Automatic,43000,Petrol,Foreign,3.6
toyota,crown,Mombasa,Not-specified,1400000,2012,Automatic,78000,Petrol,Foreign,4.2
nissan,note,Nairobi,Not-specified,660000,2013,Automatic,105000,Petrol,Foreign,4.333333333333333
nissan,almera,Nairobi,white,460000,2008,Automatic,102000,Petrol,Local,3
toyota,fielder,Nairobi,silver,790000,2007,Automatic,169000,Petrol,Local,4.6
toyota,rav4,Mombasa,black,2100000,2013,Automatic,68000,Petrol,Foreign,4.5
toyota,rav4,Nairobi,grey,2200000,2012,Automatic,47000,Petrol,Foreign,4.5
toyota,fortuner,Nairobi,black,3000000,2010,Automatic,NA,Diesel,Foreign,4
toyota,ist,Nairobi,silver,1250000,2013,Automatic,NA,Petrol,Foreign,3.3333333333333335
subaru,forester,Nairobi,black,1250000,2011,Automatic,NA,Petrol,Local,4.636363636363637
toyota,succeed,Nairobi,white,900000,2015,Automatic,NA,Petrol,Foreign,3.6666666666666665
toyota,harrier,Nairobi,black,2450000,2012,Automatic,88000,Petrol,Foreign,4.6
toyota,ractis,Nairobi,silver,925000,2013,Automatic,50000,Petrol,Foreign,4.555555555555555
toyota,probox,Nairobi,silver,850000,2015,Automatic,NA,Petrol,Foreign,4.555555555555555
bmw,x3,Nairobi,silver,1000000,2007,Automatic,NA,Petrol,Local,3.6666666666666665
toyota,fielder,Nairobi,white,625000,2008,Automatic,NA,Petrol,Local,4.6
ford,ranger,Nairobi,white,3500000,2013,Automatic,NA,Diesel,Foreign,4
toyota,premio,Nairobi,silver,1600000,2014,Automatic,40000,Petrol,Foreign,4.764705882352941
toyota,fortuner,Nairobi,black,3400000,2012,Automatic,NA,Diesel,Foreign,4
volkswagen,touran,Mombasa,Not-specified,1280000,2013,Automatic,78000,Petrol,Foreign,4
subaru,impreza,Nairobi,silver,1290000,2013,Automatic,85000,Petrol,Foreign,4.714285714285714
volkswagen,beetle,Mombasa,white,1050000,2013,Automatic,56000,Petrol,Foreign,4
toyota,hilux,Nakuru,Not-specified,380000,2008,Unknown,NA,Other,Local,4.2
mazda,cx-5,Mombasa,maroon,1750000,2013,Automatic,57000,Diesel,Foreign,3.3333333333333335
toyota,vanguard,Mombasa,maroon,2350000,2013,Automatic,68000,Petrol,Foreign,3.3333333333333335
mercedes-benz,b180,Nairobi,silver,1350000,2013,Automatic,72000,Petrol,Foreign,3
subaru,impreza,Nakuru,Not-specified,350000,2007,Unknown,NA,Other,Local,4.714285714285714
toyota,axio,Nairobi,white,830000,2010,Automatic,160300,Petrol,Local,3.6
suzuki,escudo,Mombasa,white,1780000,2013,Automatic,56000,Petrol,Foreign,3.5
nissan,sunny,Nakuru,Not-specified,250000,2009,Unknown,NA,Other,Local,3.75
mitsubishi,outlander,Mombasa,silver,2000000,2013,Automatic,76000,Petrol,Foreign,3.5
suzuki,escudo,Nairobi,silver,750000,2013,Automatic,81000,Petrol,Brand,3.5
toyota,vanguard,Nairobi,black,2100000,2012,Automatic,146000,Petrol,Local,3.3333333333333335
volvo,s60,Nairobi,blue,1550000,2013,Automatic,47000,Petrol,Foreign,3
mazda,cx-5,Nairobi,grey,1870000,2013,Automatic,74569,Diesel,Foreign,3.3333333333333335
toyota,rush,Nairobi,silver,830000,2006,Manual,100000,Petrol,Local,3
honda,fit,Nairobi,black,900000,2013,Automatic,90000,Petrol,Foreign,4.666666666666667
nissan,note,Nairobi,silver,695000,2013,Automatic,5,Petrol,Foreign,4.333333333333333
toyota,succeed,Nairobi,white,880000,2014,Automatic,178000,Petrol,Foreign,3.6666666666666665
