,make,price,details
187,  2010 Volkswagen Golf 1.4 Tsi     4 (3 Reviews)   ," KSh950,000 ",  Nairobi  Automatic  Blue 50000 km   Locally Used 2010 Petrol 
188,  2010 Toyota Vitz     5 (13 Reviews)   ," KSh520,000 ",  Malindi & Kilifi  Automatic  Maroon 124000 km   Locally Used 2010 Petrol 
189,  2010 Nissan Dualis     5 (1 Review)   ," KSh1,100,000  ",  Nairobi  Automatic  Black 120000 km   Locally Used 2010 Petrol 
190,  2013 Toyota Land Cruiser Prado     4 (3 Reviews)   ," KSh4,600,000 ",  Nairobi  Automatic  White 67508 km   Foreign Used 2013 Petrol 
191,  2010 Subaru Legacy 2.5 AWD     5 (10 Reviews)   ," KSh1,150,000 ",  Nairobi  Automatic  Black 145000 km   Locally Used 2010 Petrol 
192,  2004 Nissan Navara 2.5 DCi 4x4  ," KSh700,000 ",  Nairobi  Manual  Red 87086 km   Locally Used 2004 Diesel 
193,  2011 Honda Fit     5 (10 Reviews)   ," KSh660,000 ",  Nairobi  Manual  Orange 162556 km   Locally Used 2011 Petrol 
194,  2011 Nissan Dualis     5 (1 Review)   ," KSh1,375,000 ",  Nairobi  Automatic  White 127500 km   Locally Used 2011 Petrol 
195,  2010 Volkswagen Tiguan 2.0 TSI     4 (1 Review)   ," KSh1,850,000 ",  Nairobi  Automatic  White 110000 km   Locally Used 2010 Petrol 
196,  2012 Honda CR-V 2.4 LX 4x4 Automatic     5 (4 Reviews)   ," KSh2,150,000 ",  Nairobi  Automatic  White 110715 km   Locally Used 2012 Petrol 
197,  2012 Volkswagen Passat     3 (1 Review)   ," KSh1,540,000 ",  Nairobi  Automatic  Silver 43000 km   Locally Used 2012 Petrol 
198,  2009 Volkswagen Golf 1.4 Tsi     4 (3 Reviews)   ," KSh600,000 ",  Nairobi  Manual  Grey 139000 km   Locally Used 2009 Petrol 
199,  2006 Nissan X-Trail 2.5 SE 4x4 Automatic     4 (6 Reviews)   ," KSh850,000 ",  Nairobi  Automatic  Silver 150000 km   Locally Used 2006 Petrol 
200,  2010 Subaru Legacy 2.5 AWD     5 (10 Reviews)   ," KSh1,150,000 ",  Nairobi  Automatic  Black 145000 km   Locally Used 2010 Petrol 
201,  2004 Nissan Navara 2.5 DCi 4x4  ," KSh700,000 ",  Nairobi  Manual  Red 87086 km   Locally Used 2004 Diesel 
202,  2011 Honda Fit     5 (10 Reviews)   ," KSh660,000 ",  Nairobi  Manual  Orange 162556 km   Locally Used 2011 Petrol 
203,  2011 Nissan Dualis     5 (1 Review)   ," KSh1,375,000 ",  Nairobi  Automatic  White 127500 km   Locally Used 2011 Petrol 
204,  2010 Volkswagen Tiguan 2.0 TSI     4 (1 Review)   ," KSh1,850,000 ",  Nairobi  Automatic  White 110000 km   Locally Used 2010 Petrol 
205,  2012 Honda CR-V 2.4 LX 4x4 Automatic     5 (4 Reviews)   ," KSh2,150,000 ",  Nairobi  Automatic  White 110715 km   Locally Used 2012 Petrol 
206,  2012 Volkswagen Passat     3 (1 Review)   ," KSh1,540,000 ",  Nairobi  Automatic  Silver 43000 km   Locally Used 2012 Petrol 
207,  2009 Volkswagen Golf 1.4 Tsi     4 (3 Reviews)   ," KSh600,000 ",  Nairobi  Manual  Grey 139000 km   Locally Used 2009 Petrol 
208,  2006 Nissan X-Trail 2.5 SE 4x4 Automatic     4 (6 Reviews)   ," KSh850,000 ",  Nairobi  Automatic  Silver 150000 km   Locally Used 2006 Petrol 
209,  2014 Nissan juke 1.6 DIG-T     3 (1 Review)   ," KSh1,500,000 ",  Mt Kenya Region  Automatic  Red 43000 km   Foreign Used 2014 Petrol 
210,  2013 Toyota Axio     4 (3 Reviews)   ," KSh1,100,000 ",  Nairobi  Automatic  Beige 65000 km   Foreign Used 2013 Petrol 
211,  2017 Toyota Land Cruiser Prado TX-L     4 (3 Reviews)   ," KSh4,100,000 ",  Nairobi  Manual  White 21000 km   Locally Used 2017 Diesel 
212,  2009 Toyota Axio     4 (3 Reviews)    ," KSh670,000 ",  Nairobi  Automatic  Pearl 146000 km   Locally Used 2009 Petrol 
213,  2006 Toyota IST     4 (1 Review)   ," KSh450,000 ",  Nairobi  Automatic  Silver 264155 km   Locally Used 2006 Petrol 
214,  2011 Mazda Demio 1.3     4 (5 Reviews)   ," KSh539,000 ",  Nairobi  Automatic  Blue 170000 km   Locally Used 2011 Petrol 
215,  2013 Toyota Premio     5 (15 Reviews)   ," KSh1,450,000 ",  Nairobi  Automatic  White 42000 km   Foreign Used 2013 Petrol 
216,  2007 BMW 320i E90  ," KSh850,000 ",  Nairobi  Automatic  White 153000 km   Locally Used 2007 Petrol 
217,  2007 Toyota Land Cruiser Prado     4 (3 Reviews)   ," KSh2,000,000 ",  Mombasa  Automatic  Grey 131000 km   Locally Used 2007 Diesel 
218,  2006 Subaru Impreza 2.0i Hatchback     5 (12 Reviews)   ," KSh590,000 ",  Nairobi  Automatic  80000 km   Locally Used 2006 
219,  2012 Subaru Outback 2.5i-S Eyesight     5 (3 Reviews)   ," KSh1,849,000 ",  Nairobi  Automatic  Brown 79000 km   Locally Used 2012 Petrol 
220,  2019 Toyota Hilux     5 (3 Reviews)   ," KSh5,699,000 ",  Nairobi  Manual  4100 km   Brand New 2019 Diesel 
221,  2010 Toyota Land Cruiser Prado TX-L     4 (3 Reviews)   ," KSh2,750,000 ",  Nairobi  Automatic  Black 181200 km   Locally Used 2010 Petrol 
222,  2012 Ford Focus S Sedan  ," KSh1,000,000 ",  Nairobi  Automatic  Red 42000 km   Locally Used 2012 Petrol 
223,  2011 Honda Stream     5 (2 Reviews)   ," KSh950,000 ",  Nairobi  Automatic  Black 80000 km   Locally Used 2011 Petrol 
224,  2013 BMW 535i  ," KSh3,800,000 ",  Nairobi  Automatic  White Foreign Used 2013 
225,  2012 BMW 320i  ," KSh2,500,000 ",  Nairobi  Automatic  White 87000 km   Foreign Used 2012 Petrol 
226,  2013 Toyota Passo  ," KSh550,000 ",  Nairobi  Automatic  Red 60000 km   Foreign Used 2013 Petrol 
227,  2008 Toyota Premio     5 (15 Reviews)   ," KSh980,000 ",  Machakos  Automatic  White 118000 km   Locally Used 2008 Petrol 
228,  2013 Mercedes-Benz C180     5 (1 Review)   ," KSh2,170,054 ",  Nairobi  Automatic  Silver 40000 km   Foreign Used 2013 Petrol 
229,  2011 Toyota Vitz     5 (13 Reviews)   ," KSh560,000 ",  Nairobi  Automatic  Silver 88300 km   Locally Used 2011 Petrol 
230,  2008 Subaru WRX STI  ," KSh1,600,000 ",  Nairobi  Manual  White 60000 km   Locally Used 2008 Petrol 
231,  2009 Toyota Land Cruiser 100 GX 4.5     5 (7 Reviews)   ," KSh5,000,000 ",  Nairobi  Manual  Green 190000 km   Locally Used 2009 Diesel 
232,  2011 Subaru Forester 2.0 X     5 (9 Reviews)   ," KSh1,390,000 ",  Nairobi  Manual  Blue 114000 km   Locally Used 2011 Petrol 
233,  2005 Mazda Demio 1.3     4 (5 Reviews)   ," KSh360,000 ",  Nairobi  Automatic  Dark Grey 99000 km   Locally Used 2005 Petrol 
234,  2019 Toyota Rush     3 (1 Review)   ," KSh2,900,000 ",  Nairobi  Automatic  White 5000 km   Locally Used 2019 Petrol 
235,  2009 Toyota Premio     5 (15 Reviews)   ," KSh850,000 ",  Nairobi  Automatic  Maroon 90000 km   Locally Used 2009 Petrol 
236,  2008 Toyota IST     4 (1 Review)   ," KSh800,000 ",  Nairobi  Automatic  Dark Grey 85650 km   Locally Used 2008 Petrol 
237,  2013 Nissan Latio  ," KSh850,000 ",  Nairobi  Automatic  Silver 19000 km   Foreign Used 2013 Petrol 
238,  2011 Toyota Land Cruiser Prado GXL     4 (3 Reviews)   ," KSh4,500,000 ",  Nairobi  Automatic  Silver 96243 km   Locally Used 2011 Diesel 
239,  2009 Nissan Skyline GT  ," KSh900,000 ",  Mt Kenya Region  Automatic  Silver 118852 km   Locally Used 2009 Petrol 
240,  2013 Honda CR-V 2.0     5 (4 Reviews)   ," KSh2,300,000 ",  Nairobi  Automatic  Black 55000 km   Foreign Used 2013 Petrol 
241,  2013 Mazda Demio     4 (5 Reviews)   ," KSh620,000 ",  Mombasa  Automatic  White 65000 km   Foreign Used 2013 Petrol 
242,  2009 Audi Q5 2.0 TFSi Quattro S-Tronic  ," KSh1,799,000 ",  Thika  Automatic  Dark Grey 61000 km   Locally Used 2009 Petrol 
243,  2013 Nissan Note     5 (4 Reviews)   ," KSh735,000 ",  Nairobi  Automatic  White 103000 km   Foreign Used 2013 Petrol 
244,  2014 Toyota Harrier     5 (8 Reviews)   ," KSh3,300,000 ",  Mombasa  Automatic  Foreign Used 2014 
245,  2012 Honda CR-V 2.0 Automatic     5 (4 Reviews)   ," KSh2,180,000 ",  Nairobi  Automatic  Pearl 73000 km   Foreign Used 2012 Petrol 
246,  2012 Subaru Forester     5 (9 Reviews)   ," KSh1,720,000 ",  Nairobi  Automatic  Maroon 47000 km   Foreign Used 2012 Petrol 
247,  2013 Mitsubishi Outlander     4 (2 Reviews)   ," KSh2,250,000 ",  Nairobi  Automatic  Pearl 35000 km   Foreign Used 2013 Hybrid 
248,  2018 Toyota Allion     5 (7 Reviews)   ," KSh810,000 ",  Nairobi  Automatic  Red 100000 km   Locally Used 2018 Diesel 
249,  2012 Mazda Demio     4 (5 Reviews)   ," KSh580,000 ",  Nairobi  Automatic  Other Foreign Used 2012 Other 
250,  2012 Lexus GS 350  ," KSh2,700,000 ",  Nairobi  Automatic  Silver Foreign Used 2012 
251,  2012 Nissan juke     3 (1 Review)   ," KSh1,200,000 ",  Nairobi  Foreign Used 2012 
252,  2013 Nissan Tiida     5 (5 Reviews)   ," KSh850,000 ",  Nairobi  Automatic  Silver Foreign Used 2013 
253,  2008 Mercedes-Benz E300  ," KSh1,800,000 ",  Nairobi  Locally Used 2008 
254,  2012 Subaru Legacy 2.5i StationWagon     5 (10 Reviews)   ," KSh1,300,000 ",  Nairobi  Automatic  Silver 68000 km   Locally Used 2012 Petrol 
255,  2012 Mercedes-Benz E350  ," KSh3,500,000 ",  Nairobi  Automatic  Black 44015 km   Foreign Used 2012 Petrol 
256,  2011 Land Rover Freelander  ," KSh2,440,000 ",  Nairobi  Automatic  Black 80000 km   Foreign Used 2011 Diesel 
257,  2013 Toyota Land Cruiser 4WD     5 (7 Reviews)   ," KSh3,900,000 ",  Nairobi  Manual  White 134000 km   Locally Used 2013 Diesel 
258,  2011 Nissan March     5 (5 Reviews)   ," KSh460,000 ",  Nairobi  Automatic  Silver 114021 km   Locally Used 2011 Petrol 
259,  2012 Nissan March     5 (5 Reviews)   ," KSh490,000 ",  Nairobi  Automatic  Black 114413 km   Locally Used 2012 Petrol 
260,  2012 Nissan March     5 (5 Reviews)   ," KSh520,000 ",  Nairobi  Automatic  Purple 122216 km   Locally Used 2012 Petrol 
261,  2012 Nissan March     5 (5 Reviews)   ," KSh490,000 ",  Nairobi  Automatic  Purple 110166 km   Locally Used 2012 Petrol 
262,  2013 Toyota Camry Camry     5 (1 Review)   ," KSh1,680,000 ",  Nairobi  Automatic  Black 53000 km   Foreign Used 2013 Petrol 
263,  2008 Volkswagen Golf 1.4 Tsi     4 (3 Reviews)   ," KSh650,000 ",  Nairobi  Automatic  Dark Blue 112581 km   Locally Used 2008 Petrol 
264,  2012 Land Rover Discovery IV  ," KSh3,000,000 ",  Nairobi  Automatic  White 91000 km   Locally Used 2012 Diesel 
265,  2007 Nissan X-Trail 2.0 Automatic     4 (6 Reviews)   ," KSh850,000 ",  Nairobi  Automatic  White 152000 km   Locally Used 2007 Petrol 
266,  2012 Mitsubishi Outlander     4 (2 Reviews)   ," KSh1,940,000 ",  Nairobi  Automatic  Pearl 62000 km   Foreign Used 2012 Petrol 
267,  2013 Mazda CX-5 AWD     4 (1 Review)   ," KSh2,100,000 ",  Nairobi  Automatic  Maroon 89000 km   Foreign Used 2013 Petrol 
268,  2012 Toyota Ractis     5 (7 Reviews)   ," KSh850,000 ",  Nairobi  Automatic  34787 km   Foreign Used 2012 
269,  2014 Subaru Impreza 1.6i Sport     5 (12 Reviews)   ," KSh1,370,000 ",  Nairobi  Automatic  Silver 84000 km   Foreign Used 2014 Petrol 
270,  2005 Mitsubishi Pajero     5 (2 Reviews)   ," KSh1,200,000 ",  Nairobi  Automatic  Silver 240000 km   Locally Used 2005 Petrol 
271,  2013 Toyota Vitz 1.3 U     5 (13 Reviews)   ," KSh795,000 ",  Thika  Automatic  Purple 1 km   Locally Used 2013 Petrol 
272,  1980 Mercedes-Benz 230E  ," KSh820,000 ",  Nairobi  Manual  Silver 99999 km   Locally Used 1980 Petrol 
273,  1998 Subaru WRX STI  ," KSh520,000 ",  Thika  Manual  Maroon 178000 km   Locally Used 1998 Petrol 
274,  2013 Nissan Note     5 (4 Reviews)   ," KSh620,000 ",  Nairobi  Automatic  Black 68500 km   Foreign Used 2013 Petrol 
275,  2010 Toyota Mark X     5 (6 Reviews)   ," KSh750,000 ",  Mombasa  Automatic  Silver 120000 km   Locally Used 2010 Petrol 
276,  2006 Subaru Outback     5 (3 Reviews)   ," KSh980,000 ",  Nairobi  Automatic  White 147000 km   Locally Used 2006 Petrol 
277,  2004 Nissan X-Trail 2.0 Comfort     4 (6 Reviews)   ," KSh685,000 ",  Nairobi  Automatic  Pearl 142000 km   Locally Used 2004 Petrol 
278,  2019 Toyota Hilux     5 (3 Reviews)   ," KSh3,200,000 ",  Mt Kenya Region  Manual  White 4583 km   Locally Used 2019 Diesel 
279,  2012 Honda Insight     4 (1 Review)   ," KSh875,000 ",  Nairobi  Automatic  White 85300 km   Locally Used 2012 Hybrid 
280,  2012 Peugeot 3008  ," KSh1,499,000 ",  Nairobi  Automatic  Red 56000 km   Foreign Used 2012 Petrol 
281,  2012 Peugeot 3008  ," KSh1,499,000 ",  Nairobi  Automatic  White 38000 km   Foreign Used 2012 Petrol 
282,  2012 Mercedes-Benz E250  ," KSh3,100,000 ",  Nairobi  Automatic  Silver 29000 km   Foreign Used 2012 Petrol 
283,  2014 Honda CR-V 2.2 i-DTEC     5 (4 Reviews)   ," KSh2,150,000 ",  Nairobi - Duty Exempted  Automatic  White 70000 km   Locally Used 2014 Diesel 
284,  2008 Honda Crossroad  ," KSh800,000  ",  Nairobi  Automatic  Silver 200500 km   Locally Used 2008 Petrol 
285,  2013 Volkswagen Jetta     4 (1 Review)   ," KSh1,350,000 ",  Nairobi  White Foreign Used 2013 Petrol 
286,  2011 Suzuki Escudo     4 (2 Reviews)   ," KSh1,900,000 ",  Nairobi  Automatic  Pearl 68000 km   Locally Used 2011 Petrol 
287,  2013 Volkswagen Jetta     4 (1 Review)   ," KSh1,350,000 ",  Nairobi  Automatic  Grey Foreign Used 2013 Petrol 
288,  2013 Nissan Sylphy  ," KSh1,030,000 ",  Nairobi  Automatic  76000 km   Foreign Used 2013 Petrol 
289,  2012 Subaru Legacy     5 (10 Reviews)   ," KSh1,420,000 ",  Nairobi  Automatic  Silver 130000 km   Foreign Used 2012 Petrol 
290,  2012 Honda Insight     4 (1 Review)   ," KSh649,000  ",  Nairobi  Automatic  Silver 131000 km   Locally Used 2012 Petrol 
291,  2013 Mitsubishi Galant     4 (2 Reviews)   ," KSh1,230,000 ",  Nairobi  Automatic  Silver Foreign Used 2013 Petrol 
292,  2007 Toyota Land Cruiser     5 (7 Reviews)   ," KSh2,800,000 ",  Nairobi  Automatic  White 130000 km   Locally Used 2007 Petrol 
293,  2007 Toyota RAV4      5 (6 Reviews)   ," KSh1,250,000 ",  Nairobi  Automatic  White Locally Used 2007 Petrol 
294,  2010 Nissan Elgrand  ," KSh900,000 ",  Nairobi  Automatic  Pearl 125442 km   Locally Used 2010 Petrol 
295,  2014 Ford Ranger     5 (2 Reviews)   ," KSh3,970,000 ",  Nairobi  Automatic  Black 86000 km   Foreign Used 2014 Diesel 
296,  2008 Mitsubishi Pajero     5 (2 Reviews)   ," KSh2,300,000 ",  Mombasa  Automatic  White Locally Used 2008 Petrol 
297,  2011 Nissan Tiida     5 (5 Reviews)   ," KSh550,000 ",  Nairobi  Automatic  Silver 114653 km   Locally Used 2011 Petrol 
298,  2008 Nissan X-Trail     4 (6 Reviews)   ," KSh1,000,000 ",  Nairobi  Automatic  Blue 133391 km   Locally Used 2008 Petrol 
299,  2013 Toyota Vitz     5 (13 Reviews)   ," KSh680,000 ",  Nairobi  Automatic  Blue 26000 km   Foreign Used 2013 
300,  2013 Nissan Note     5 (4 Reviews)   ," KSh630,000 ",  Nairobi  Automatic  Black 91000 km   Foreign Used 2013 Petrol 
301,  2010 Toyota Hilux     5 (3 Reviews)   ," KSh1,500,000 ",  Nairobi  Manual  Gold 150000 km   Locally Used 2010 Diesel 
302,  2012 Toyota Vitz 1.3 U     5 (13 Reviews)   ," KSh620,000 ",  Nairobi  Automatic  Yellow 93000 km   Foreign Used 2012 Petrol 
303,  2010  Toyota Ractis     5 (7 Reviews)   ," KSh520,000 ",  Nairobi  Automatic  Dark Blue 130000 km   Locally Used 2010 
304,  2007 Toyota Wish     4 (4 Reviews)   ," KSh700,000 ",  Nairobi  Automatic  Black 120 km   Locally Used 2007 Petrol 
305,  2013 Toyota Probox     5 (7 Reviews)   ," KSh780,000 ",  Nairobi  White Foreign Used 2013 
306,  2008 Lexus RX     5 (3 Reviews)   ," KSh2,000,000 ",  Nairobi  Automatic  Dark Blue 54000 km   Locally Used 2008 Petrol 
307,  2013 Mazda Demio 1.3     4 (5 Reviews)   ," KSh680,000 ",  Mombasa  Automatic  Purple 69000 km   Foreign Used 2013 Petrol 
308,  2011 Honda Insight 1.3     4 (1 Review)   ," KSh875,000 ",  Nairobi  Automatic  White 96000 km   Foreign Used 2011 Petrol 
309,  2013 Mazda Demio     4 (5 Reviews)   ," KSh610,000 ",  Nairobi  Automatic  White 85000 km   Foreign Used 2013 Petrol 
310,  2016 Mazda CX-5 AWD     4 (1 Review)   ," KSh2,500,000 ",  Nairobi  Automatic  Dark Grey 23000 km   Locally Used 2016 Petrol 
311,  1993 Land Rover Defender 110 300TDI  ," KSh1,350,000 ",  Nairobi  Manual  Brown 470000 km   Locally Used 1993 Diesel 
312,  2014 Toyota Land Cruiser Prado     4 (3 Reviews)   ," KSh5,000,000 ",  Nairobi  Automatic  White 36000 km   Foreign Used 2014 Petrol 
313,  2018 Toyota Land Cruiser Pickup 4.2 D     5 (7 Reviews)   ," KSh7,200,000 ",  Nairobi  Manual  White 4200 km   Locally Used 2018 Diesel 
314,  2013 Volkswagen Touran     5 (2 Reviews)   ," KSh1,370,000 ",  Nairobi  Automatic  White 42000 km   Foreign Used 2013 Petrol 
315,  2006 Toyota RAV4 2.0 4x4     5 (6 Reviews)   ," KSh950,000 ",  Nairobi  Automatic  Dark Blue 263 km   Locally Used 2006 Petrol 
316,  2013 Nissan March     5 (5 Reviews)   ," KSh520,000 ",  Mombasa  Automatic  Silver 91000 km   Foreign Used 2013 Petrol 
317,  2010 Suzuki Escudo     4 (2 Reviews)   ," KSh1,600,000 ",  Nairobi  Automatic  Black 167575 km   Locally Used 2010 Petrol 
318,  2011 BMW X1     5 (1 Review)   ," KSh1,650,000 ",  Nairobi  Automatic  Red 136000 km   Locally Used 2011 Petrol 
319,  2013 Nissan Caravan     5 (2 Reviews)   ," KSh1,200,000 ",  Nairobi  Manual  White 165000 km   Locally Used 2013 Diesel 
320,  2013 Nissan Note     5 (4 Reviews)   ," KSh690,000 ",  Nairobi  Automatic  Silver 97000 km   Foreign Used 2013 Petrol 
321,  2014 Lexus RX 270     5 (3 Reviews)   ," KSh3,500,000 ",  Nairobi  Automatic  White 78000 km   Foreign Used 2014 Petrol 
322,  2010 Toyota Auris 1.4 VVTi     5 (4 Reviews)   ," KSh850,000 ",  Mombasa  Automatic  Pearl 82000 km   Locally Used 2010 Petrol 
323,  2013 Toyota Passo  ," KSh610,000 ",  Nairobi  Automatic  Red 42000 km   Foreign Used 2013 Petrol 
324,  2013 Nissan Note     5 (4 Reviews)   ," KSh670,000 ",  Nairobi  Automatic  Black 47000 km   Foreign Used 2013 Petrol 
325,  2013  Nissan March     5 (5 Reviews)   ," KSh560,000 ",  Nairobi  Automatic  Silver 52000 km   Foreign Used 2013 Petrol 
326,  2013 Toyota RAV4     5 (6 Reviews)   ," KSh3,400,000 ",  Mombasa  Automatic  Black 72000 km   Foreign Used 2013 Petrol 
327,  2009 Audi Q5  ," KSh1,900,000 ",  Nairobi  Automatic  White 70000 km   Locally Used 2009 Petrol 
328,  2013 Toyota Rush High Grade AT     3 (1 Review)   ," KSh1,410,000 ",  Nairobi  Automatic  Pearl 128000 km   Foreign Used 2013 Petrol 
329,  2012 Toyota Passo  ," KSh560,000 ",  Nairobi  Automatic  Red 35000 km   Locally Used 2012 Petrol 
330,  2011 Mercedes-Benz C250  ," KSh1,900,000 ",  Nairobi  Automatic  White 65500 km    Locally Used 2011 Petrol 
331,  2013 Toyota Land Cruiser     5 (7 Reviews)    ," KSh3,850,000 ",  Nairobi  Manual  Grey 31000 km   Locally Used 2013 Diesel 
332,  2004 Toyota Fielder     5 (8 Reviews)   ," KSh680,000 ",  Nairobi  Automatic  Silver 316612 km   Locally Used 2004 Petrol 
333,  2006 Land Rover Discovery III     3 (1 Review)   ," KSh2,200,000 ",  Nairobi  Automatic  Dark Blue 131000 km   Locally Used 2006 Diesel 
334,  2007 Toyota Noah     5 (6 Reviews)   ," KSh750,000 ",  Nairobi  Automatic  Black 158000 km   Locally Used 2007 Petrol 
335,  2012 Honda Insight Hybrid     4 (1 Review)   ," KSh810,000 ",  Nairobi  Automatic  Silver 118000 km   Locally Used 2012 Hybrid 
336,  2005 Nissan Lafesta     4 (3 Reviews)   ," KSh500,000 ",  Mombasa  Automatic  Dark Blue 140000 km   Locally Used 2005 Petrol 
337,  2012 Nissan Note     5 (4 Reviews)   ," KSh680,000 ",  Nairobi  Automatic  Blue 6285 km   Locally Used 2012 Petrol 
338,  2013 Toyota Auris     5 (4 Reviews)   ," KSh1,250,000 ",  Nairobi  Automatic  Silver 48500 km   Foreign Used 2013 Petrol 
339,  2003 Nissan Prairie  ," KSh340,000 ",  Nairobi  Automatic  Gold 191852 km   Locally Used 2003 Petrol 
340,  2013 Volkswagen Golf 1.4 Tsi     4 (3 Reviews)   ," KSh1,299,999 ",  Nairobi  Automatic  Blue 141000 km   Foreign Used 2013 Petrol 
341,  1997 Honda Ballade  ," KSh300,000 ",  Nairobi  Manual  Grey 128115 km   Locally Used 1997 Petrol 
342,  2007 Mazda Axela Sport     4 (1 Review)   ," KSh600,000 ",  Nairobi  Automatic  Silver 146000 km   Locally Used 2007 Petrol 
343,  2004 Nissan Almera  ," KSh350,000 ",  Nairobi  Manual  Blue 168000 km   Locally Used 2004 Petrol 
344,  2012 Honda Fit     5 (10 Reviews)   ," KSh730,000 ",  Nairobi  Automatic  Pearl 148000 km   Locally Used 2012 Petrol 
345,  2010 Toyota Land Cruiser Prado GXL     4 (3 Reviews)   ," KSh3,500,000 ",  Malindi & Kilifi  Automatic  Pearl 63456 km   Locally Used 2010 Petrol 
346,  2008 Nissan Teana     5 (1 Review)   ," KSh670,000 ",  Nairobi  Automatic  Grey 121000 km   Locally Used 2008 Petrol 
347,  2013 Toyota Axio     4 (3 Reviews)   ," KSh1,150,000 ",  Nairobi  Automatic  Grey 95000 km   Foreign Used 2013 Petrol 
348,  2017  Toyota Land Cruiser Pickup 4.2D     5 (7 Reviews)   ," KSh5,350,000 ",  Nairobi  Manual  Beige 30000 km   Locally Used 2017 Diesel 
349,  2010 Toyota Land Cruiser Prado     4 (3 Reviews)   ," KSh4,050,000 ",  Nairobi  Automatic  Silver 131000 km   Locally Used 2010 Diesel 
350,  2001 Toyota Land Cruiser Prado     4 (3 Reviews)   ," KSh1,000,000 ",  Nairobi  Locally Used 2001 
351,  2003  Toyota Corolla     5 (12 Reviews)   ," KSh500,000 ",  Nairobi  Automatic  White 365000 km   Locally Used 2003 Petrol 
352,  2014 Toyota Land Cruiser Prado GXL     4 (3 Reviews)   ," KSh4,800,000 ",  Nairobi  Automatic  Black 27000 km   Brand New 2014 Petrol 
353,  2012 Nissan Note     5 (4 Reviews)   ," KSh500,000 ",  Nairobi  Automatic  Pearl 80500 km   Locally Used 2012 Petrol 
354,  2009 Toyota Camry 2.4 SE     5 (1 Review)   ," KSh900,000 ",  Nairobi  Automatic  White 1340000 km   Foreign Used 2009 Petrol 
355,  2012 Mercedes-Benz B180  ," KSh1,500,000 ",  Nairobi  Automatic  Red Locally Used 2012 
356,  2003 Volkswagen Golf     4 (3 Reviews)   ," KSh440,000 ",  Nairobi  Automatic  Black 130972 km   Locally Used 2003 Petrol 
357,  2013 Nissan Note     5 (4 Reviews)   ," KSh640,000 ",  Nairobi  Automatic  White 76000 km   Foreign Used 2013 Petrol 
358,  2009 Toyota Harrier     5 (8 Reviews)   ," KSh1,680,000 ",  Nairobi  Automatic  Black 135000 km   Locally Used 2009 Petrol 
